movieID,title,genres,data,image_link
172,My Best Friend's Wedding,"['Comedy', 'Romance']",1997,https://image.tmdb.org/t/p/w500/cGeT2u8jCWhIVIB5eZUExbgSoPr.jpg
173,Face/Off,"['Action', 'Crime', 'Drama', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/rcSuBqYGKSGcptZGxYPT5jsN7zN.jpg
174,Men in Black,"['Action', 'Comedy', 'Sci-Fi']",1991,https://image.tmdb.org/t/p/w500/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg
175,Contact,"['Drama', 'Sci-Fi']",1997,https://image.tmdb.org/t/p/w500/bCpMIywuNZeWt3i5UMLEIc0VSwM.jpg
176,Conspiracy Theory,"['Drama', 'Mystery', 'Romance', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/wj0n6gci4EMWRhV9ozCKTgESGdB.jpg
177,Air Force One,"['Action', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/juRFEbyx5JlNuYrZM50vcZmtN78.jpg
178,Hunt for Red October,"['Action', 'Adventure', 'Thriller']",1990,https://image.tmdb.org/t/p/w500/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg
179,L.A. Confidential,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/lWCgf5sD5FpMljjpkRhcC8pXcch.jpg
180,The Game,"['Drama', 'Mystery', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/srhBuSCOti8KnysBN7SQmzluhND.jpg
181,Chasing Amy,"['Comedy', 'Drama', 'Romance']",1997,https://image.tmdb.org/t/p/w500/eFhPqkNmRDfRHyQiUzUdoQjpwgh.jpg
182,The Full Monty,"['Comedy', 'Drama']",1997,https://image.tmdb.org/t/p/w500/xkMiZv2FPrhIAtxvEcN1jAbkHRY.jpg
183,The Devil's Advocate,"['Drama', 'Mystery', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg
184,Gattaca,"['Drama', 'Sci-Fi', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/eSKr5Fl1MEC7zpAXaLWBWSBjgJq.jpg
185,Boogie Nights,['Drama'],1997,https://image.tmdb.org/t/p/w500/wnE24UPCPQsQnbBOu4zVE2qaDNm.jpg
186,Starship Troopers,"['Action', 'Sci-Fi']",1997,https://image.tmdb.org/t/p/w500/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg
187,Truman Show,"['Comedy', 'Drama', 'Sci-Fi']",1998,https://image.tmdb.org/t/p/w500/vuza0WqY239yBXOadKlGwJsZJFE.jpg
188,Alien: Resurrection,"['Action', 'Horror', 'Sci-Fi']",1997,https://image.tmdb.org/t/p/w500/9aRDMlU5Zwpysilm0WCWzU2PCFv.jpg
189,Good Will Hunting,"['Drama', 'Romance']",1997,https://image.tmdb.org/t/p/w500/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg
190,Titanic,"['Drama', 'Romance']",1997,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg
191,Tomorrow Never Dies,"['Action', 'Adventure', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/gZm002w7q9yLOkltxT76TWGfdZX.jpg
192,Jackie Brown,"['Crime', 'Drama', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/ewbLUXvm4riZL0aepy90o0vMesn.jpg
193,The Big Lebowski,"['Comedy', 'Crime']",1998,https://image.tmdb.org/t/p/w500/3bv6WAp6BSxxYvB5ozKFUYuRA8C.jpg
194,Wag the Dog,['Comedy'],1997,https://image.tmdb.org/t/p/w500/kAwOj7t8ZeaniTFtLWVSKO79JxX.jpg
195,Dark City,"['Adventure', 'Film-Noir', 'Sci-Fi', 'Thriller']",1998,https://image.tmdb.org/t/p/w500/6gDMQwnWPQfk0IqnkZHkrNSPQY4.jpg
196,The Wedding Singer,"['Comedy', 'Romance']",1998,https://image.tmdb.org/t/p/w500/zVvyTrcZQb7kC2DPDzyo25WcxXp.jpg
197,As Good as It Gets,"['Comedy', 'Drama', 'Romance']",1997,https://image.tmdb.org/t/p/w500/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg
198,Deep Impact,"['Drama', 'Sci-Fi', 'Thriller']",1998,https://image.tmdb.org/t/p/w500/a3vQS7JKqlOb3MdVJHuTCP9s7Mg.jpg
199,Fear and Loathing in Las Vegas,"['Adventure', 'Comedy', 'Drama']",1998,https://image.tmdb.org/t/p/w500/tisNLcMkxryU2zxhi0PiyDFqhm0.jpg
200,Mulan,"['Adventure', 'Animation', 'Children', 'Comedy', 'Drama', 'Musical', 'Romance']",1998,https://image.tmdb.org/t/p/w500/5TYgKxYhnhRNNwqnRAKHkgfqi2G.jpg
201,X-Files: Fight the Future,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",1998,https://image.tmdb.org/t/p/w500/yLIw6shz2WC3W3iI0jROsF4B2ha.jpg
202,Armageddon,"['Action', 'Romance', 'Sci-Fi', 'Thriller']",1998,https://image.tmdb.org/t/p/w500/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg
203,Pi,"['Drama', 'Sci-Fi', 'Thriller']",1998,https://image.tmdb.org/t/p/w500/kyEbUzRpAuRNM3ftMr5MDs7gosc.jpg
204,There's Something About Mary,"['Comedy', 'Romance']",1998,https://image.tmdb.org/t/p/w500/g03pwohXHOI75InM3zraiaEGguO.jpg
205,Mask of Zorro,"['Action', 'Comedy', 'Romance']",1998,https://image.tmdb.org/t/p/w500/bdMufwGDDzqu4kTSQwrKc5WR4bu.jpg
206,Back to the Future Part III,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']",1990,https://image.tmdb.org/t/p/w500/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg
207,Seven Samurai,"['Action', 'Adventure', 'Drama']",1991,https://image.tmdb.org/t/p/w500/8OKmBV5BUFzmozIC3pPWKHy17kx.jpg
208,Godfather: Part II,"['Crime', 'Drama', 'Mystery', 'Thriller']",1990,https://image.tmdb.org/t/p/w500/lm3pQ2QoQ16pextRsmnUbG2onES.jpg
209,Saving Private Ryan,"['Action', 'Drama', 'War']",1998,https://image.tmdb.org/t/p/w500/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg
210,Blade,"['Action', 'Horror', 'Thriller']",1998,https://image.tmdb.org/t/p/w500/hx0sdduAsr4rq03RZKZzglR25z7.jpg
211,A Few Good Men,"['Crime', 'Drama', 'Thriller']",1992,https://image.tmdb.org/t/p/w500/rLOk4z9zL1tTukIYV56P94aZXKk.jpg
212,Rush Hour,"['Action', 'Comedy', 'Crime', 'Thriller']",1998,https://image.tmdb.org/t/p/w500/we7wOLVFgxhzLzUt0qNe50xdIQZ.jpg
213,Ronin,"['Action', 'Crime', 'Thriller']",1998,https://image.tmdb.org/t/p/w500/AirrhRJjHwytOV0pdLu7YZ4DEyr.jpg
214,Edward Scissorhands,"['Drama', 'Fantasy', 'Romance']",1990,https://image.tmdb.org/t/p/w500/1RFIbuW9Z3eN9Oxw2KaQG5DfLmD.jpg
215,Antz,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",1998,https://image.tmdb.org/t/p/w500/lWPjxbUMpAHFkJpZHHNWhQaRsax.jpg
216,My Cousin Vinny,['Comedy'],1992,https://image.tmdb.org/t/p/w500/iwSURa8nS2ujwrU3s1lfxxX7voH.jpg
217,Pleasantville,"['Comedy', 'Drama', 'Fantasy']",1998,https://image.tmdb.org/t/p/w500/m1hhYP6OScjKU5Z9iZaWirSn4I6.jpg
218,Life Is Beautiful,"['Comedy', 'Drama', 'Romance', 'War']",1991,https://image.tmdb.org/t/p/w500/6tEJnof1DKWPnl5lzkjf0FVv7oB.jpg
219,American History X,"['Crime', 'Drama']",1998,https://image.tmdb.org/t/p/w500/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg
220,Enemy of the State,"['Action', 'Thriller']",1998,https://image.tmdb.org/t/p/w500/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg
221,A Bug's Life,"['Adventure', 'Animation', 'Children', 'Comedy']",1998,https://image.tmdb.org/t/p/w500/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg
222,Rushmore,"['Comedy', 'Drama']",1998,https://image.tmdb.org/t/p/w500/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg
223,Shakespeare in Love,"['Comedy', 'Drama', 'Romance']",1998,https://image.tmdb.org/t/p/w500/iNCTveBiq7jQ4Av4ynWSdWXN6Cc.jpg
224,You've Got Mail,"['Comedy', 'Romance']",1998,https://image.tmdb.org/t/p/w500/3swALtj9TDrXHeM7mRlw4KcuAHx.jpg
225,Office Space,"['Comedy', 'Crime']",1999,https://image.tmdb.org/t/p/w500/v7fBXxHZ5WQn2PGgpXhTqHgtcJk.jpg
226,Lock Stock and Two Smoking Barrels,"['Comedy', 'Crime', 'Thriller']",1998,https://image.tmdb.org/t/p/w500/wt2TRBmFmBn5M5MBcPTwovlREaB.jpg
227,The Matrix,"['Action', 'Sci-Fi', 'Thriller']",1999,https://image.tmdb.org/t/p/w500/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg
228,10 Things I Hate About You,"['Comedy', 'Romance']",1999,https://image.tmdb.org/t/p/w500/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg
229,Election,['Comedy'],1999,https://image.tmdb.org/t/p/w500/5gPOFU6IPvDrx50XaPCK4twNw79.jpg
230,The Mummy,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']",1999,https://image.tmdb.org/t/p/w500/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg
231,Star Wars: Episode I - The Phantom Menace,"['Action', 'Adventure', 'Sci-Fi']",1999,https://image.tmdb.org/t/p/w500/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg
232,Notting Hill,"['Comedy', 'Romance']",1999,https://image.tmdb.org/t/p/w500/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg
233,Austin Powers: The Spy Who Shagged Me,"['Action', 'Adventure', 'Comedy']",1999,https://image.tmdb.org/t/p/w500/f2ohIBEbc3eERyU5pgSknm8DqUj.jpg
234,Run Lola Run,"['Action', 'Crime']",1991,https://image.tmdb.org/t/p/w500/v0giIi4bTILVhNhJajet3WWY3FA.jpg
235,Big Daddy,['Comedy'],1999,https://image.tmdb.org/t/p/w500/m0KrgL5uGJRGyGG7LBkyKrqxB8q.jpg
236,Arachnophobia,"['Comedy', 'Horror']",1990,https://image.tmdb.org/t/p/w500/lHjpwv1Yv2RcGcTQb4Lc1cKw1y9.jpg
237,"South Park: Bigger, Longer and Uncut","['Animation', 'Comedy', 'Musical']",1999,https://image.tmdb.org/t/p/w500/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg
238,The Wild Wild West,"['Action', 'Comedy', 'Sci-Fi', 'Western']",1999,https://image.tmdb.org/t/p/w500/1AUzpDzJSecEBIgwUIPzL5KMuTQ.jpg
239,American Pie,"['Comedy', 'Romance']",1999,https://image.tmdb.org/t/p/w500/5P68by2Thn8wHAziyWGEw2O7hco.jpg
240,The Blair Witch Project,"['Drama', 'Horror', 'Thriller']",1999,https://image.tmdb.org/t/p/w500/9050VGrYjYrEjpOvDZVAngLbg1f.jpg
241,Eyes Wide Shut,"['Drama', 'Mystery', 'Thriller']",1999,https://image.tmdb.org/t/p/w500/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg
242,Ghostbusters,"['Action', 'Comedy', 'Sci-Fi']",1991,https://image.tmdb.org/t/p/w500/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg
243,The Iron Giant,"['Adventure', 'Animation', 'Children', 'Drama', 'Sci-Fi']",1999,https://image.tmdb.org/t/p/w500/mThOw5rXLtdbY3WmuTsS9zsQBMG.jpg
244,The Sixth Sense,"['Drama', 'Horror', 'Mystery']",1999,https://image.tmdb.org/t/p/w500/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg
245,Thomas Crown Affair,"['Action', 'Mystery']",1999,https://image.tmdb.org/t/p/w500/5yqs1MVlqdIg1DY5adC5jFx3d7j.jpg
246,American Beauty,"['Drama', 'Romance']",1999,https://image.tmdb.org/t/p/w500/wby9315QzVKdW9BonAefg8jGTTb.jpg
247,Three Kings,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']",1999,https://image.tmdb.org/t/p/w500/fClJQW8xn8wHOFqoA4jUn0PZh1f.jpg
248,Total Recall,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1990,https://image.tmdb.org/t/p/w500/4M5urSlUyR2PtVBIoW9hLG9NQCQ.jpg
249,Fight Club,"['Action', 'Crime', 'Drama', 'Thriller']",1999,https://image.tmdb.org/t/p/w500/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg
250,Being John Malkovich,"['Comedy', 'Drama', 'Fantasy']",1999,https://image.tmdb.org/t/p/w500/xVSvIwRNzwXSs0CLefiiG6A96m4.jpg
251,Princess Mononoke,"['Action', 'Adventure', 'Animation', 'Drama', 'Fantasy']",1991,https://image.tmdb.org/t/p/w500/cMYCDADoLKLbB83g4WnJegaZimC.jpg
252,Dogma,"['Adventure', 'Comedy', 'Fantasy']",1999,https://image.tmdb.org/t/p/w500/xI5beD8Td79E2uZNAxgd1gWWOEd.jpg
253,Sleepy Hollow,"['Fantasy', 'Horror', 'Mystery', 'Romance']",1999,https://image.tmdb.org/t/p/w500/1GuK965FLJxqUw9fd1pmvjbFAlv.jpg
254,Toy Story 2,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",1999,https://image.tmdb.org/t/p/w500/2MFIhZAW0CVlEQrFyqwa4U6zqJP.jpg
255,The Green Mile,"['Crime', 'Drama']",1999,https://image.tmdb.org/t/p/w500/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg
256,Magnolia,['Drama'],1999,https://image.tmdb.org/t/p/w500/uq2u8HgtLFJkjNq2kHb2jvipIPT.jpg
257,Galaxy Quest,"['Adventure', 'Comedy', 'Sci-Fi']",1999,https://image.tmdb.org/t/p/w500/fZXSwgZknp81vmciTb86rw0MejV.jpg
258,Talented Mr. Ripley,"['Drama', 'Mystery', 'Thriller']",1999,https://image.tmdb.org/t/p/w500/6ojHgqtIR41O2qLKa7LFUVj0cZa.jpg
259,Wayne's World,['Comedy'],1992,https://image.tmdb.org/t/p/w500/nhQtlLVl2z5ywu2uDnXjVqi08On.jpg
260,A League of Their Own,"['Comedy', 'Drama']",1992,https://image.tmdb.org/t/p/w500/7xpFXAOjgzFPE3vyVerFGfrXhFK.jpg
261,The Boondock Saints,"['Action', 'Crime', 'Drama', 'Thriller']",2000,https://image.tmdb.org/t/p/w500/gj3V39yiGPH1FAylXxzzVneflxA.jpg
262,Erin Brockovich,['Drama'],2000,https://image.tmdb.org/t/p/w500/xbMEHLu36LyptPD29FxVTndpYZ1.jpg
263,Thelma and Louise,"['Adventure', 'Crime', 'Drama']",1991,https://image.tmdb.org/t/p/w500/vbRAGLzbC75QfiKD1lKjmnQGuph.jpg
264,High Fidelity,"['Comedy', 'Drama', 'Romance']",2000,https://image.tmdb.org/t/p/w500/e2LZGB62GMhv3Fo8tDZjY87I81a.jpg
265,Misery,"['Drama', 'Horror', 'Thriller']",1990,https://image.tmdb.org/t/p/w500/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg
266,American Psycho,"['Crime', 'Horror', 'Mystery', 'Thriller']",2000,https://image.tmdb.org/t/p/w500/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg
267,Gladiator,"['Action', 'Adventure', 'Drama']",2000,https://image.tmdb.org/t/p/w500/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg
268,Mission: Impossible II,"['Action', 'Adventure', 'Thriller']",2000,https://image.tmdb.org/t/p/w500/7us8nE3ldE0gX2cziUz4tKg0Go0.jpg
269,Gone in 60 Seconds,"['Action', 'Crime']",2000,https://image.tmdb.org/t/p/w500/qYyeAodAOe4nHuzkHdN35ValzLT.jpg
270,Chicken Run,"['Animation', 'Children', 'Comedy']",2000,https://image.tmdb.org/t/p/w500/oYbVT9e0k2ZSrRhDSCw2Yqshe1n.jpg
271,Me Myself & Irene,"['Adventure', 'Comedy']",2000,https://image.tmdb.org/t/p/w500/rvRrcbLbpn7UJGRH1JupgHOeJFq.jpg
272,The Patriot,"['Action', 'Drama', 'War']",2000,https://image.tmdb.org/t/p/w500/fWZd815QxUCUcrWQZwUkAp9ljG.jpg
273,The Perfect Storm,"['Drama', 'Thriller']",2000,https://image.tmdb.org/t/p/w500/aOYHJclz1yZdFT3hdMY8TeYU4fk.jpg
274,Scary Movie,"['Comedy', 'Horror']",2000,https://image.tmdb.org/t/p/w500/lRQiJXETkCnVVurHmglNvMXrZOx.jpg
275,X-Men,"['Action', 'Adventure', 'Sci-Fi']",2000,https://image.tmdb.org/t/p/w500/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg
276,Almost Famous,['Drama'],2000,https://image.tmdb.org/t/p/w500/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg
277,Best in Show,['Comedy'],2000,https://image.tmdb.org/t/p/w500/kVNaXzoX64YwLC99o4gXyKPnplS.jpg
278,Meet the Parents,['Comedy'],2000,https://image.tmdb.org/t/p/w500/5tXJ9ctuyEOMUFLaeqRisbXowWs.jpg
279,Requiem for a Dream,['Drama'],2000,https://image.tmdb.org/t/p/w500/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg
280,Charlie's Angels,"['Action', 'Comedy']",2000,https://image.tmdb.org/t/p/w500/u5GbILxLgfeNHCnTtTRuhmAC9i4.jpg
281,Unbreakable,"['Drama', 'Sci-Fi']",2000,https://image.tmdb.org/t/p/w500/mLuehrGLiK5zFCyRmDDOH6gbfPf.jpg
282,"Crouching Tiger, Hidden Dragon","['Action', 'Drama', 'Romance']",1991,https://image.tmdb.org/t/p/w500/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg
283,Snatch,"['Comedy', 'Crime', 'Thriller']",2000,https://image.tmdb.org/t/p/w500/56mOJth6DJ6JhgoE2jtpilVqJO.jpg
284,Chocolat,"['Drama', 'Romance']",2000,https://image.tmdb.org/t/p/w500/jPNmQq23eNbKFVPZnY5Kxc63MvW.jpg
285,What Women Want,"['Comedy', 'Romance']",2000,https://image.tmdb.org/t/p/w500/n5NOxrcgeiCxvEn47FG9bvlHNsV.jpg
286,Cast Away,['Drama'],2000,https://image.tmdb.org/t/p/w500/7lLJgKnAicAcR5UEuo8xhSMj18w.jpg
287,Miss Congeniality,"['Comedy', 'Crime']",2000,https://image.tmdb.org/t/p/w500/q1m9ME0zvncnFDmKXC43RqZr8mU.jpg
288,"O Brother, Where Art Thou?","['Adventure', 'Comedy', 'Crime']",2000,https://image.tmdb.org/t/p/w500/2YztYilviFCYcEtDAnrOstUWGie.jpg
289,Traffic,"['Crime', 'Drama', 'Thriller']",2000,https://image.tmdb.org/t/p/w500/jbccmnqE4oAPI67bApgt2JiRPz8.jpg
290,Hannibal,"['Horror', 'Thriller']",2001,https://image.tmdb.org/t/p/w500/v5wAZwRqpGWmyAaaJ8BBHYuNXnj.jpg
291,Enemy at the Gates,"['Drama', 'War']",2001,https://image.tmdb.org/t/p/w500/9cSoNnB31hGY2mL78VT8mAbz6nR.jpg
292,Memento,"['Mystery', 'Thriller']",2000,https://image.tmdb.org/t/p/w500/yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg
293,Blow,"['Crime', 'Drama']",2001,https://image.tmdb.org/t/p/w500/yYZFVfk8aeMP4GxBSU9MTvqs9mJ.jpg
294,Bridget Jones's Diary,"['Comedy', 'Drama', 'Romance']",2001,https://image.tmdb.org/t/p/w500/2GFbvryLXbS2K80oadfzNoPo90O.jpg
295,The Mummy Returns,"['Action', 'Adventure', 'Comedy', 'Thriller']",2001,https://image.tmdb.org/t/p/w500/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg
296,A Knight's Tale,"['Action', 'Comedy', 'Romance']",2001,https://image.tmdb.org/t/p/w500/srb1XnrlDZHcdpjBKqUu4qAzxKU.jpg
297,Shrek,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Romance']",2001,https://image.tmdb.org/t/p/w500/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg
298,Moulin Rouge,"['Drama', 'Musical', 'Romance']",2001,https://image.tmdb.org/t/p/w500/qH2Z5MXMwURxCcC5EBfSKjluzih.jpg
299,Pearl Harbor,"['Action', 'Drama', 'Romance', 'War']",2001,https://image.tmdb.org/t/p/w500/y8A0Cvp8WQmZ3bjbnsL53lY0dsC.jpg
300,Lara Croft: Tomb Raider,"['Action', 'Adventure']",2001,https://image.tmdb.org/t/p/w500/7WyMvoqPYJe5g1ENsbLTv40pUrX.jpg
301,Fast and the Furious,"['Action', 'Crime', 'Thriller']",2001,https://image.tmdb.org/t/p/w500/gqY0ITBgT7A82poL9jv851qdnIb.jpg
302,A.I. Artificial Intelligence,"['Adventure', 'Drama', 'Sci-Fi']",2001,https://image.tmdb.org/t/p/w500/8MZSGX5JORoO72EfuAEcejH5yHn.jpg
303,Legally Blonde,"['Comedy', 'Romance']",2001,https://image.tmdb.org/t/p/w500/4ABNnmkVpzplrEVQWt1piITT0Ey.jpg
304,Jurassic Park III,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2001,https://image.tmdb.org/t/p/w500/oQXj4NUfS3r3gHXtDOzcJgj1lLc.jpg
305,Planet of the Apes,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",2001,https://image.tmdb.org/t/p/w500/2IZcJHsTugOdyg0Y8ejj4CM2X3a.jpg
306,Rush Hour 2,"['Action', 'Comedy']",2001,https://image.tmdb.org/t/p/w500/aBQf2vMiCINeVC9v6BGVYKXurTh.jpg
307,American Pie 2,['Comedy'],2001,https://image.tmdb.org/t/p/w500/854ZZxXdeabAs90mrV72NqShJqR.jpg
308,The Others,"['Drama', 'Horror', 'Mystery', 'Thriller']",2001,https://image.tmdb.org/t/p/w500/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg
309,Training Day,"['Crime', 'Drama', 'Thriller']",2001,https://image.tmdb.org/t/p/w500/bUeiwBQdupBLQthMCHKV7zv56uv.jpg
310,Zoolander,['Comedy'],2001,https://image.tmdb.org/t/p/w500/qdrbSneHZjJG2Dj0hhBxzzAo4HB.jpg
311,Mulholland Drive,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']",2001,https://image.tmdb.org/t/p/w500/tVxGt7uffLVhIIcwuldXOMpFBPX.jpg
312,K-PAX,"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",2001,https://image.tmdb.org/t/p/w500/zHkZBcZvB89CblAY6wViAK9Sryf.jpg
313,Donnie Darko,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",2001,https://image.tmdb.org/t/p/w500/aHXY4WW8jCZdhABMe0HFohmlBT6.jpg
314,"Monsters, Inc.","['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",2001,https://image.tmdb.org/t/p/w500/wFSpyMsp7H0ttERbxY7Trlv8xry.jpg
315,Harry Potter and the Sorcerer's Stone,"['Adventure', 'Children', 'Fantasy']",1991,https://image.tmdb.org/t/p/w500/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg
316,Ocean's Eleven,"['Crime', 'Thriller']",2001,https://image.tmdb.org/t/p/w500/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg
317,Amelie,"['Comedy', 'Romance']",1991,https://image.tmdb.org/t/p/w500/xMl2byt1R4fqGrG52fT2emLG3d0.jpg
318,Vanilla Sky,"['Mystery', 'Romance', 'Sci-Fi', 'Thriller']",2001,https://image.tmdb.org/t/p/w500/l1MBK6BUkZtjEqceEMubDUtvvK3.jpg
319,The Royal Tenenbaums,"['Comedy', 'Drama']",2001,https://image.tmdb.org/t/p/w500/syaECBy6irxSgeF0m5ltGPNTWXL.jpg
320,The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy']",2001,https://image.tmdb.org/t/p/w500/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg
321,A Beautiful Mind,"['Drama', 'Romance']",2001,https://image.tmdb.org/t/p/w500/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg
322,Black Hawk Down,"['Action', 'Drama', 'War']",2001,https://image.tmdb.org/t/p/w500/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg
323,MASH,"['Comedy', 'Drama', 'War']",1991,https://image.tmdb.org/t/p/w500/xZHNAcCVd5gUy68MBc4CmDqmely.jpg
324,Ice Age,"['Adventure', 'Animation', 'Children', 'Comedy']",2002,https://image.tmdb.org/t/p/w500/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg
325,Panic Room,['Thriller'],2002,https://image.tmdb.org/t/p/w500/7BabiNfuSycl58M9Cgl3Nf97n1F.jpg
326,My Big Fat Greek Wedding,"['Comedy', 'Romance']",2002,https://image.tmdb.org/t/p/w500/ztc05ym0T3stnBpRHdxEs3Zwsmp.jpg
327,Spider-Man,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2002,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg
328,About a Boy,"['Comedy', 'Drama', 'Romance']",2002,https://image.tmdb.org/t/p/w500/qoZ1bD0q9EFqcNiEYbEigsRcNCt.jpg
329,Star Wars: Episode II - Attack of the Clones,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2002,https://image.tmdb.org/t/p/w500/oZNPzxqM2s5DyVWab09NTQScDQt.jpg
330,Insomnia,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2002,https://image.tmdb.org/t/p/w500/riVXh3EimGO0y5dgQxEWPRy5Itg.jpg
331,The Bourne Identity,"['Action', 'Mystery', 'Thriller']",2002,https://image.tmdb.org/t/p/w500/aP8swke3gmowbkfZ6lmNidu0y9p.jpg
332,Minority Report,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",2002,https://image.tmdb.org/t/p/w500/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg
333,Men in Black II,"['Action', 'Comedy', 'Sci-Fi']",1991,https://image.tmdb.org/t/p/w500/enA22EPyzc2WQ1VVyY7zxresQQr.jpg
334,Road to Perdition,"['Crime', 'Drama']",2002,https://image.tmdb.org/t/p/w500/mcOD6BogT9jE3Gj2htXg4QLAM8x.jpg
335,Austin Powers in Goldmember,['Comedy'],2002,https://image.tmdb.org/t/p/w500/aSNnxSNc7HftXa6EULM4Lq6mUDn.jpg
336,Signs,"['Horror', 'Sci-Fi', 'Thriller']",2002,https://image.tmdb.org/t/p/w500/hyZkNEbNgnciUVTyu4NZTjlCh4L.jpg
337,Spirited Away,"['Adventure', 'Animation', 'Fantasy']",1991,https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg
338,Bowling for Columbine,['Documentary'],2002,https://image.tmdb.org/t/p/w500/5AlgeysilsfLdEwlTlYO7fqgsLn.jpg
339,The Ring,"['Horror', 'Mystery', 'Thriller']",2002,https://image.tmdb.org/t/p/w500/e2t5CKMox7tjv3iD3Ko7NdFa5lJ.jpg
340,Harry Potter and the Chamber of Secrets,"['Adventure', 'Fantasy']",2002,https://image.tmdb.org/t/p/w500/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg
341,Adaptation,"['Comedy', 'Drama', 'Romance']",2002,https://image.tmdb.org/t/p/w500/ffEmHQAiD0m5dEQ6rlsuA9vlllW.jpg
342,Equilibrium,"['Action', 'Sci-Fi', 'Thriller']",2002,https://image.tmdb.org/t/p/w500/eW3YrxOh3rd6PnRgMSftYoflvfe.jpg
